string,hash,bin_offset
_delaytime,30 99 79 FA 1C 61 DA E1,
_lifetime,5E E3 D9 7C DD 2A 1D 40,
_msgCntThreshold,3C 6C 30 CA D9 34 ED 4D,
_msgRequired,2D C2 FA CB 0C 0E 45 84,
_windowSize,35 0B CE 81 C6 F8 C5 6D,
halflife0,23 AB 50 B6 DB 43 F5 EB,
halflife1,E4 36 38 79 2A BB 30 81,
happiness0,65 06 EF D3 A0 52 9F 33,
happiness1,31 AB BB EC 64 3A F0 05,
intensity0,B4 A4 8A 9F BC 68 EF AE,
intensity1,F7 91 75 13 AC 5B 81 A8,
maxDistThreshold,11 37 5F DC 59 FE ED E2,
minDistThreshold,BA 82 CC 7E 57 88 BA 43,
minScaleAtMaxDist,25 19 FB EB 91 57 8D 56,
_delaytime,30 99 79 FA 1C 61 DA E1,
_lifetime,5E E3 D9 7C DD 2A 1D 40,
_msgCntThreshold,3C 6C 30 CA D9 34 ED 4D,
_msgRequired,2D C2 FA CB 0C 0E 45 84,
_windowSize,35 0B CE 81 C6 F8 C5 6D,
halflife0,23 AB 50 B6 DB 43 F5 EB,
halflife1,E4 36 38 79 2A BB 30 81,
happiness0,65 06 EF D3 A0 52 9F 33,
happiness1,31 AB BB EC 64 3A F0 05,
intensity0,B4 A4 8A 9F BC 68 EF AE,
intensity1,F7 91 75 13 AC 5B 81 A8,
maxDistThreshold,11 37 5F DC 59 FE ED E2,
minDistThreshold,BA 82 CC 7E 57 88 BA 43,
minScaleAtMaxDist,25 19 FB EB 91 57 8D 56,
_delaytime,30 99 79 FA 1C 61 DA E1,
_lifetime,5E E3 D9 7C DD 2A 1D 40,
_msgCntThreshold,3C 6C 30 CA D9 34 ED 4D,
_msgRequired,2D C2 FA CB 0C 0E 45 84,
_windowSize,35 0B CE 81 C6 F8 C5 6D,
halflife0,23 AB 50 B6 DB 43 F5 EB,
halflife1,E4 36 38 79 2A BB 30 81,
happiness0,65 06 EF D3 A0 52 9F 33,
happiness1,31 AB BB EC 64 3A F0 05,
intensity0,B4 A4 8A 9F BC 68 EF AE,
intensity1,F7 91 75 13 AC 5B 81 A8,
maxDistThreshold,11 37 5F DC 59 FE ED E2,
minDistThreshold,BA 82 CC 7E 57 88 BA 43,
minScaleAtMaxDist,25 19 FB EB 91 57 8D 56,
_delaytime,30 99 79 FA 1C 61 DA E1,
_lifetime,5E E3 D9 7C DD 2A 1D 40,
_msgCntThreshold,3C 6C 30 CA D9 34 ED 4D,
_msgRequired,2D C2 FA CB 0C 0E 45 84,
_windowSize,35 0B CE 81 C6 F8 C5 6D,
halflife0,23 AB 50 B6 DB 43 F5 EB,
halflife1,E4 36 38 79 2A BB 30 81,
happiness0,65 06 EF D3 A0 52 9F 33,
happiness1,31 AB BB EC 64 3A F0 05,
intensity0,B4 A4 8A 9F BC 68 EF AE,
intensity1,F7 91 75 13 AC 5B 81 A8,
maxDistThreshold,11 37 5F DC 59 FE ED E2,
minDistThreshold,BA 82 CC 7E 57 88 BA 43,
minScaleAtMaxDist,25 19 FB EB 91 57 8D 56,
_delaytime,30 99 79 FA 1C 61 DA E1,
_lifetime,5E E3 D9 7C DD 2A 1D 40,
_msgCntThreshold,3C 6C 30 CA D9 34 ED 4D,
_msgRequired,2D C2 FA CB 0C 0E 45 84,
_windowSize,35 0B CE 81 C6 F8 C5 6D,
halflife0,23 AB 50 B6 DB 43 F5 EB,
halflife1,E4 36 38 79 2A BB 30 81,
happiness0,65 06 EF D3 A0 52 9F 33,
happiness1,31 AB BB EC 64 3A F0 05,
intensity0,B4 A4 8A 9F BC 68 EF AE,
intensity1,F7 91 75 13 AC 5B 81 A8,
maxDistThreshold,11 37 5F DC 59 FE ED E2,
minDistThreshold,BA 82 CC 7E 57 88 BA 43,
minScaleAtMaxDist,25 19 FB EB 91 57 8D 56,
_delaytime,30 99 79 FA 1C 61 DA E1,
_lifetime,5E E3 D9 7C DD 2A 1D 40,
_msgCntThreshold,3C 6C 30 CA D9 34 ED 4D,
_msgRequired,2D C2 FA CB 0C 0E 45 84,
_windowSize,35 0B CE 81 C6 F8 C5 6D,
halflife0,23 AB 50 B6 DB 43 F5 EB,
halflife1,E4 36 38 79 2A BB 30 81,
happiness0,65 06 EF D3 A0 52 9F 33,
happiness1,31 AB BB EC 64 3A F0 05,
intensity0,B4 A4 8A 9F BC 68 EF AE,
intensity1,F7 91 75 13 AC 5B 81 A8,
maxDistThreshold,11 37 5F DC 59 FE ED E2,
minDistThreshold,BA 82 CC 7E 57 88 BA 43,
minScaleAtMaxDist,25 19 FB EB 91 57 8D 56,
_delaytime,30 99 79 FA 1C 61 DA E1,
_lifetime,5E E3 D9 7C DD 2A 1D 40,
_msgCntThreshold,3C 6C 30 CA D9 34 ED 4D,
_msgRequired,2D C2 FA CB 0C 0E 45 84,
_windowSize,35 0B CE 81 C6 F8 C5 6D,
halflife0,23 AB 50 B6 DB 43 F5 EB,
halflife1,E4 36 38 79 2A BB 30 81,
happiness0,65 06 EF D3 A0 52 9F 33,
happiness1,31 AB BB EC 64 3A F0 05,
intensity0,B4 A4 8A 9F BC 68 EF AE,
intensity1,F7 91 75 13 AC 5B 81 A8,
maxDistThreshold,11 37 5F DC 59 FE ED E2,
minDistThreshold,BA 82 CC 7E 57 88 BA 43,
minScaleAtMaxDist,25 19 FB EB 91 57 8D 56,
_delaytime,30 99 79 FA 1C 61 DA E1,
_lifetime,5E E3 D9 7C DD 2A 1D 40,
_msgCntThreshold,3C 6C 30 CA D9 34 ED 4D,
_msgRequired,2D C2 FA CB 0C 0E 45 84,
_windowSize,35 0B CE 81 C6 F8 C5 6D,
halflife0,23 AB 50 B6 DB 43 F5 EB,
halflife1,E4 36 38 79 2A BB 30 81,
happiness0,65 06 EF D3 A0 52 9F 33,
happiness1,31 AB BB EC 64 3A F0 05,
intensity0,B4 A4 8A 9F BC 68 EF AE,
intensity1,F7 91 75 13 AC 5B 81 A8,
maxDistThreshold,11 37 5F DC 59 FE ED E2,
minDistThreshold,BA 82 CC 7E 57 88 BA 43,
minScaleAtMaxDist,25 19 FB EB 91 57 8D 56,
_delaytime,30 99 79 FA 1C 61 DA E1,
_lifetime,5E E3 D9 7C DD 2A 1D 40,
_msgCntThreshold,3C 6C 30 CA D9 34 ED 4D,
_msgRequired,2D C2 FA CB 0C 0E 45 84,
_windowSize,35 0B CE 81 C6 F8 C5 6D,
halflife0,23 AB 50 B6 DB 43 F5 EB,
halflife1,E4 36 38 79 2A BB 30 81,
happiness0,65 06 EF D3 A0 52 9F 33,
happiness1,31 AB BB EC 64 3A F0 05,
intensity0,B4 A4 8A 9F BC 68 EF AE,
intensity1,F7 91 75 13 AC 5B 81 A8,
maxDistThreshold,11 37 5F DC 59 FE ED E2,
minDistThreshold,BA 82 CC 7E 57 88 BA 43,
minScaleAtMaxDist,25 19 FB EB 91 57 8D 56,
_delaytime,30 99 79 FA 1C 61 DA E1,
_lifetime,5E E3 D9 7C DD 2A 1D 40,
_msgCntThreshold,3C 6C 30 CA D9 34 ED 4D,
_msgRequired,2D C2 FA CB 0C 0E 45 84,
_windowSize,35 0B CE 81 C6 F8 C5 6D,
halflife0,23 AB 50 B6 DB 43 F5 EB,
halflife1,E4 36 38 79 2A BB 30 81,
happiness0,65 06 EF D3 A0 52 9F 33,
happiness1,31 AB BB EC 64 3A F0 05,
intensity0,B4 A4 8A 9F BC 68 EF AE,
intensity1,F7 91 75 13 AC 5B 81 A8,
maxDistThreshold,11 37 5F DC 59 FE ED E2,
minDistThreshold,BA 82 CC 7E 57 88 BA 43,
minScaleAtMaxDist,25 19 FB EB 91 57 8D 56,
_delaytime,30 99 79 FA 1C 61 DA E1,
_lifetime,5E E3 D9 7C DD 2A 1D 40,
_msgCntThreshold,3C 6C 30 CA D9 34 ED 4D,
_msgRequired,2D C2 FA CB 0C 0E 45 84,
_windowSize,35 0B CE 81 C6 F8 C5 6D,
halflife0,23 AB 50 B6 DB 43 F5 EB,
halflife1,E4 36 38 79 2A BB 30 81,
happiness0,65 06 EF D3 A0 52 9F 33,
happiness1,31 AB BB EC 64 3A F0 05,
intensity0,B4 A4 8A 9F BC 68 EF AE,
intensity1,F7 91 75 13 AC 5B 81 A8,
maxDistThreshold,11 37 5F DC 59 FE ED E2,
minDistThreshold,BA 82 CC 7E 57 88 BA 43,
minScaleAtMaxDist,25 19 FB EB 91 57 8D 56,
_delaytime,30 99 79 FA 1C 61 DA E1,
_lifetime,5E E3 D9 7C DD 2A 1D 40,
_msgCntThreshold,3C 6C 30 CA D9 34 ED 4D,
_msgRequired,2D C2 FA CB 0C 0E 45 84,
_windowSize,35 0B CE 81 C6 F8 C5 6D,
halflife0,23 AB 50 B6 DB 43 F5 EB,
halflife1,E4 36 38 79 2A BB 30 81,
happiness0,65 06 EF D3 A0 52 9F 33,
happiness1,31 AB BB EC 64 3A F0 05,
intensity0,B4 A4 8A 9F BC 68 EF AE,
intensity1,F7 91 75 13 AC 5B 81 A8,
maxDistThreshold,11 37 5F DC 59 FE ED E2,
minDistThreshold,BA 82 CC 7E 57 88 BA 43,
minScaleAtMaxDist,25 19 FB EB 91 57 8D 56,
_delaytime,30 99 79 FA 1C 61 DA E1,
_lifetime,5E E3 D9 7C DD 2A 1D 40,
_msgCntThreshold,3C 6C 30 CA D9 34 ED 4D,
_msgRequired,2D C2 FA CB 0C 0E 45 84,
_windowSize,35 0B CE 81 C6 F8 C5 6D,
halflife0,23 AB 50 B6 DB 43 F5 EB,
halflife1,E4 36 38 79 2A BB 30 81,
happiness0,65 06 EF D3 A0 52 9F 33,
happiness1,31 AB BB EC 64 3A F0 05,
intensity0,B4 A4 8A 9F BC 68 EF AE,
intensity1,F7 91 75 13 AC 5B 81 A8,
maxDistThreshold,11 37 5F DC 59 FE ED E2,
minDistThreshold,BA 82 CC 7E 57 88 BA 43,
minScaleAtMaxDist,25 19 FB EB 91 57 8D 56,
_delaytime,30 99 79 FA 1C 61 DA E1,
_lifetime,5E E3 D9 7C DD 2A 1D 40,
_msgCntThreshold,3C 6C 30 CA D9 34 ED 4D,
_msgRequired,2D C2 FA CB 0C 0E 45 84,
_windowSize,35 0B CE 81 C6 F8 C5 6D,
halflife0,23 AB 50 B6 DB 43 F5 EB,
halflife1,E4 36 38 79 2A BB 30 81,
happiness0,65 06 EF D3 A0 52 9F 33,
happiness1,31 AB BB EC 64 3A F0 05,
intensity0,B4 A4 8A 9F BC 68 EF AE,
intensity1,F7 91 75 13 AC 5B 81 A8,
maxDistThreshold,11 37 5F DC 59 FE ED E2,
minDistThreshold,BA 82 CC 7E 57 88 BA 43,
minScaleAtMaxDist,25 19 FB EB 91 57 8D 56,
_delaytime,30 99 79 FA 1C 61 DA E1,
_lifetime,5E E3 D9 7C DD 2A 1D 40,
_msgCntThreshold,3C 6C 30 CA D9 34 ED 4D,
_msgRequired,2D C2 FA CB 0C 0E 45 84,
_windowSize,35 0B CE 81 C6 F8 C5 6D,
halflife0,23 AB 50 B6 DB 43 F5 EB,
halflife1,E4 36 38 79 2A BB 30 81,
happiness0,65 06 EF D3 A0 52 9F 33,
happiness1,31 AB BB EC 64 3A F0 05,
intensity0,B4 A4 8A 9F BC 68 EF AE,
intensity1,F7 91 75 13 AC 5B 81 A8,
maxDistThreshold,11 37 5F DC 59 FE ED E2,
minDistThreshold,BA 82 CC 7E 57 88 BA 43,
minScaleAtMaxDist,25 19 FB EB 91 57 8D 56,
EVAL_BreakawayMaxAngleInDegrees,39 1F 97 57 7A F7 79 6E,
EVAL_BreakawayMaxDistanceInYards,C6 C7 C3 22 97 A7 7B D3,
EVAL_BreakawayMinAngleInDegrees,2C 78 26 2A A8 4E C8 84,
EVAL_BreakawayMinDistanceInYards,CD F8 EC 4C 15 35 3A 8E,
EVAL_BreakawayRadiusBehindInYards,21 A2 F8 CA 39 F0 05 CA,
EVAL_BreakawayRadiusInYards,73 9D 5E 4D 39 14 4E C0,
EVAL_CrossWastedRadiusInYards,7C 4D AC 18 6A 80 A9 57,
EVAL_DribbleLongRunDistance,4E 25 DD D6 7A 27 1A 8B,
EVAL_DribbleMaxDistanceToBeConsideredForBeating,BB F3 E1 55 34 FA EE 57,
EVAL_DribbleMinAngleToBeConsideredATurn,ED 9E 77 1C 4A 3D 41 52,
EVAL_KeeperOutOfPositionAngle,71 04 89 00 1C 45 C6 DB,
EVAL_MinKeeperTooFarDistanceInYards,B9 12 1F A3 30 8E 7E 95,
EVAL_NumSecondsForAfterACorner,D8 A6 34 FA 77 21 79 44,
EVAL_NumSecondsForAfterACross,88 16 59 E8 04 53 AE 68,
EVAL_NumSecondsForAfterAFreekick,41 3D 1B A1 61 35 45 48,
EVAL_NumSecondsForAfterAGiveaway,59 EB 7D 51 15 07 39 FD,
EVAL_NumSecondsForAfterASkillMove,07 82 23 EC 00 7E 38 12,
EVAL_NumSecondsForOtherRecentlySaved,BF 67 8F C1 0E 7D DC A4,
EVAL_NumSecondsForOtherRecentlyScored,5D 75 C1 C6 5E FB 8C 62,
EVAL_NumSecondsForScoringAfterBeatingPlayers,61 EF 09 87 70 BA B9 42,
EVAL_PassForwardSpaceMaxAngle,6D 97 4C 79 44 3E 36 A0,
EVAL_PassForwardSpaceMaxDistanceYards,D7 99 9A 08 32 DC 05 E3,
EVAL_PassMaxSpeed,86 9E 48 CC F3 3B 12 A2,
EVAL_PassNumNeededForStringOfPasses,74 8E 1F D5 2B EC 4C 8F,
EVAL_PassScoreNeedForGoodPass,4B EC 87 78 C9 7B 5C 16,
EVAL_PassUnderMinPressure,CA DD CD 54 92 4E 53 62,
EVAL_PassUnmarkedRadiusInYards,8D 4B C6 DE B7 4F 5C 96,
EVAL_PlayerIsFatigued,06 F1 34 2A 28 23 C7 12,
EVAL_PressureMaxDistVsComposure,FF A3 DB BA E3 8C 2C 9A,30552
EVAL_ShotCloseToPost,D4 35 24 C1 02 22 94 BE,
EVAL_ShotDistanceClose,CF 92 97 B9 D9 24 E5 72,
EVAL_ShotDistanceFarOut,2A 0D 6C 75 66 D7 2C 04,
EVAL_ShotMaxSpeed,0B 16 04 A1 D0 9E E0 06,
EVAL_ShotMissedClose,F7 1E B3 15 08 C6 07 B5,30632
EVAL_ShotMissedExtremelyClose,D0 F7 5F 01 7A 26 3D F0,30648
EVAL_ShotMissedExtremelyFar,90 8B 61 02 D8 40 58 73,30664
EVAL_ShotMissedFar,47 BF 50 D9 54 2B 22 6C,30680
EVAL_ShotMissedFar_Penalty,1E BA 36 E7 3A B4 6A 5A,30696
EVAL_ShotPowerStrong,0E 53 53 48 B5 FB 5F 84,
EVAL_ShotPowerWeak,82 15 BC 33 18 41 AF 9A,
EVAL_SupportMarginInYards,C7 F4 94 42 D9 CE CE 4C,
EVAL_SupportMaxOpponentsAgainst,B1 41 73 BE ED DD BB B5,
EVAL_SupportMiddleMarginInYards,1B EE DD 8B 37 9F 11 A0,
EVAL_TackleEndedADribbleDistance,13 FC 88 E2 29 B0 17 50,
EVAL_UpfieldPassMinDistanceYards,D3 4D 91 94 F8 A2 26 03,
EVAL_xPercentIncreaseForLobUpPitch,3C 6D 96 CC 5A EB AA 49,
EVAL_xPercentIncreaseToBeHeadedOn,1D 4F 28 EB C1 0E B8 3F,
EVAL_zPercentForCentreOfPitch,E5 27 0C CE 2F 76 61 54,
EVAL_zPercentForWideOnPitch,4D 11 82 2E 33 F9 CE F9,
GK_Diving_CoverageModifier_PointGraph,64 A0 BA 3C 72 10 63 50,28820
GK_Diving_SlowDownDistanceThreshold,B5 D4 4F 02 1D 9F EC 30,
GK_Diving_SlowDownTimeModifier_PointGraph,AF 94 9C 5F 55 AC C9 6E,28900
GK_FakedOut_Dribbler_Add_Probability_PointGraph,DB 74 68 71 3E 39 47 5E,28980
GK_FakedOut_MaxDistance_PointGraph,B3 F0 2B 91 27 83 C9 65,29060
GK_FakedOut_MinDistance_PointGraph,7C EC 5C 7B 1D 8E 2D E0,29140
GK_FakedOut_OneOnOneTrait_Reduce_Probability,D6 66 DA 1C 81 FD 0E B2,
GK_FakedOut_Probability_PointGraph,60 E8 DD BF AF 4A 08 3C,29220
GK_Getup_SpeedModifier_PointGraph,66 C5 FB 4E 3E FA C0 57,29300
GK_GiveUp_DistanceThreshold,C6 84 0D EC 9E 8A E6 E0,
GK_GiveUp_PassTimeThreshold,D9 6A B7 DE F6 C7 A0 E9,
GK_Handling_EnableCatchBallSpeedCheckForBallInsideCage,E8 66 15 E7 C5 D0 9F 8F,
GK_Handling_MaxCatchSpeed_PointGraph,F2 96 20 3E 80 CE 76 B3,29380
GK_PKReflex,2D 22 D1 C4 54 FC 4F C0,29460
GK_Positioning_BallReadAheadDistance_PointGraph,03 A7 66 0A 91 DA 31 5C,29512
GK_Positioning_BallReadAheadImperceptibleRange_PointGraph,82 6C 65 ED 96 9C 05 F0,29592
GK_Positioning_MaxModifyDistance_PointGraph,BA BB 88 FE 05 B2 F1 5C,29672
GK_Positioning_MaxModifyDistanceProb_PointGraph,2E B7 46 27 73 F1 F0 E6,29752
GK_Positioning_NearPostBias_BallAngle,4B BD 9F 63 01 AC E7 71,29832
GK_Positioning_NearPostBias_GoalAngle,12 85 BA 42 1E 58 D4 9E,29912
GK_Positioning_ReadCrossTrajectoryTime_PointGraph,A8 C3 6B CC 2B F1 EA 86,29992
GK_PreSave_FarPostPositionProb_PointGraph,1F C0 3B 28 90 20 C8 E0,30072
GK_Punch_OneHandedSpeedThreshold,9D E9 DD 62 4F 3B 92 9D,
GK_Reflex_StripReactionTime_PointGraph,C7 9C 55 45 B3 4A E4 2D,30152
GK_Reflex_TimeToReadBallFromShot_PointGraph,5D 07 63 65 85 A6 71 A9,30232
GK_Reflex_TimeToReadBallFromUnexpectedTouch_PointGraph,92 C3 75 E4 49 97 37 F8,30312
GK_ReflexCatch_Min_Time_For_Watching_Ball,F3 81 98 37 BF 36 51 D5,30392
GK_Read_Trajectory_Distance_Factor,E6 91 B2 C5 71 9F F3 FD,30472
USERSKILL_MaxOverHitDistance,3B 33 5E 0D 10 33 49 4F,
USERSKILL_MaxSlowDownRate,61 BD 9F F7 AD 6F 79 53,
USERSKILL_MaxSpeedUpRate,2B 56 C2 9A 4A EB 08 18,
USERSKILL_MaxUnderHitDistance,79 D4 F0 8A 19 69 7B 81,
USERSKILL_SweetSpotSize,88 F7 CE 82 3D 36 7A 20,14800
FANCYSCORE_ConsecutivePassesBoost,13 32 69 FC 82 21 FC 41,14032
FANCYSCORE_ImportantMatchFactor,FA FA 6B 73 9F 01 E5 95,
FANCYSCORE_ScoreBallSpeed,9E AE 6F 19 CA 96 A6 2E,14112
FANCYSCORE_ScoreDifferenceBoost,FF B0 B5 39 77 83 68 A8,14192
FANCYSCORE_ScoreDistFromGoal,9B 78 AE AD EF 85 32 8D,14272
FANCYSCORE_ScoreDistFromOffside,74 3E 8A 19 09 62 EE AF,14352
FANCYSCORE_ScoreOpponentReachTime,1D 6F 68 8B 07 DE 4C F9,14432
FANCYSCORE_ScorePassDistance,39 D7 ED 59 38 BB CD E2,14512
FANCYSCORE_ScorePassingAttribute,9E 74 28 1D F5 C7 5B 88,14592
FANCYSCORE_ScoreRangeForFlairPlayer,07 F7 09 E5 F2 78 BD CB,14672
FANCYSCORE_ScoreRangeForMostFlairPlayer,A0 1B 32 8C 80 18 7A ED,14688
FANCYSCORE_ScoreRangeForNoFlairPlayer,A2 6A D6 DD 6F 9C A9 70,14704
FANCYSCORE_ScoreSkillMove,C8 9B 27 9F 00 6C 5F E0,
FANCYSCORE_ScoreTrait,9B CC 14 FE 63 4C 6C F8,
FANCYSCORE_TimeOfMatchBoost,82 2D 84 FD 09 9C 77 F0,14720
BALLTOUCHSPECS_DeflectionRate,00 1E FE A4 97 76 3C 3F,
BALLTOUCHSPECS_Difficulty,89 6C 96 20 4A DF 60 D6,
BALLTOUCHSPECS_MaxAccel,D6 1C 7F CC 56 39 B2 77,
BALLTOUCHSPECS_MaxAccelFromStand,41 BC 0E CA 4D 56 D4 31,
BALLTOUCHSPECS_MaxModifyElevationAngle,80 57 1C 45 8C 3A 54 6C,
BALLTOUCHSPECS_MaxReduceSpeed,1E FC 77 63 62 A8 62 3A,
BALLTOUCHSPECS_MaxSpeed,B5 4B 39 E6 3D 03 4E 9E,
BALLTOUCHSPECS_MinSpeed,30 AC 22 29 54 05 E2 E1,
BALLTOUCHSPECS_PitchRotateRate,16 15 FD BE D0 03 31 59,
BALLTOUCHSPECS_RollRotateRate,55 A7 8C AA 07 B4 F2 30,
PASS_SynergyThreshold_DeflectRate,10 1F 94 B8 5C CC 85 BD,
PASS_SynergyThreshold_HighPower,EF 00 14 DD 27 71 0D 0A,
PASS_SynergyThreshold_LowPower,82 E9 45 AA 8F D9 A2 35,
PASS_SynergyThreshold_VeryLowPower,32 8E 6A D6 4D 81 4C 8C,
ATTR_BalanceActiveDribblerResistanceModifier,CE 26 D5 CD C9 20 9D 58,
ATTR_BalanceFinalModifier,5D 23 91 31 4F 30 2C 05,
ATTR_BalanceGoalieResistanceModifier,55 DF AE D0 8B F3 A6 5F,
ATTR_BalanceModifierByAction,CD DA F4 16 87 B5 AC 1D,
ATTR_BalanceModifierByAngle,B6 0D 0A 35 6E 3A FF B1,32
ATTR_BalanceModifierBySpeed,A5 89 77 43 99 42 22 D7,
ATTR_BalanceRecoveryBaseRate,15 14 01 CC 15 FC 2F 92,
ATTR_BalanceRecoveryRate,C3 7C 1A 70 EE 9C BE D8,76
ATTR_DiverFallReactionDamageRate,BA CB 23 91 15 19 0A B6,
ATTR_EndurableForceRatioTbl,85 68 15 38 02 B3 0A 6E,128
ATTR_FallHitVeryStrongThreshold,55 C3 46 A7 15 A1 63 E2,
ATTR_ForceToBalanceRatio,95 59 51 B4 BC 18 48 09,
ATTR_StumbleHitMediumLightThreshold,CF 9C 38 B5 6B 0B E9 E3,
ATTR_StumbleHitMediumStrongThreshold,84 D0 AE 40 DB 05 63 09,
ATTR_StumbleHitMediumThreshold,30 39 21 B5 23 43 10 4A,
ATTR_StumbleHitStrongThreshold,EA 71 37 55 6C C9 65 3D,
ATTR_StumbleHitVeryStrongThreshold,8E 56 30 98 3D 4E 9B 64,
ATTR_StumbleReactionDamageRate,99 A3 2F 16 C2 65 2E 36,
ATTR_BallTouchAvoidWeakerFootRate,32 18 58 94 59 31 C9 E9,
ATTR_BallTouchDifficultyToMissRateMaxForMaxAttr,DD 3A A0 5E A9 4F EB F4,6896
ATTR_BallTouchDifficultyToMissRateMaxForMinAttr,A3 8D 81 0E 44 A5 4D 59,6948
ATTR_BallTouchDifficultyToMissRateMinForMaxAttr,8E 9C 8F 61 02 EC BE B8,7000
ATTR_BallTouchDifficultyToMissRateMinForMinAttr,64 F8 BC 3D 05 12 FB 56,7052
ATTR_BallTouchHeadSpeedModifierForPowerHeader,0A EC C2 B4 51 79 CA 28,
ATTR_BallTouchHeightToMissRateMax,3F 4D C5 06 83 C7 C6 4E,7104
ATTR_BallTouchHeightToMissRateMin,4B 7D 02 C5 BA 43 F1 B1,7156
ATTR_BallTouchMissRandomCoefficient,A3 26 71 12 47 F5 1B 0A,
ATTR_BallTouchMissRandomCoefficientForLowConcentration,0B 52 13 F0 16 1D 01 81,
ATTR_MissStandTrapBallBounceModifyMax,62 5A D6 89 3E 3D E1 1A,
ATTR_MissStandTrapBallBounceModifyMin,03 EC 78 F1 26 92 CF 30,
ATTR_MissStandTrapBallHeightModifyMax,20 BF 9C 1F 8B 51 F4 AC,
ATTR_MissStandTrapBallHeightModifyMin,46 DA 8E 98 E8 94 B5 27,
ATTR_MissStandTrapMaxSpeedForMaxAttr,60 28 4E 43 4F DC 55 82,
ATTR_MissStandTrapMaxSpeedForMinAttr,CA 09 57 C1 65 5D DF 21,
ATTR_MissStandTrapMinSpeedForMaxAttr,B7 D7 25 20 2C BF 6B 6D,
ATTR_MissStandTrapMinSpeedForMinAttr,73 78 1C 09 6C C9 3E D3,
ATTR_MissStandTrapPerceptionModifyMax,FF 3D ED 0B 1A 16 95 FF,
ATTR_MissStandTrapPerceptionModifyMin,D3 D9 D4 CA A5 66 FD 1B,
ATTR_MissStandTrapPressureModifyMax,C4 1F 15 93 50 56 C0 6F,
ATTR_MissStandTrapPressureModifyMin,E0 13 67 F8 28 B5 64 E8,
ATTR_MissStandTrapUnBalanceModifyMax,BD B4 A7 5F A7 98 1B 98,
ATTR_MissStandTrapUnBalanceModifyMin,68 EE 45 6C E5 98 F4 3A,
BallTouchAggressionDefaultMax,DD 6E 91 55 FC 3D B7 C1,
BallTouchAggressionDefaultMin,F4 50 95 DD 14 E8 C5 AE,
BallTouchAggressionDefaultPressMarkMax,A8 D8 5D 8D 00 7F D5 37,
BallTouchAggressionDefaultPressMarkMin,EE F9 95 1A 9A 2C A0 8C,
BallTouchAggressionModForDribblePressure,63 5B 8B 2B 78 A6 CA CC,
BallTouchAggressionModForGoingInGoal,26 D9 F6 4D 33 28 27 A4,
BallTouchAggressionModForGoingOOP,BD A5 26 25 F8 1E C4 E0,
BallTouchAggressionModForIntercept,4F 74 54 B1 44 02 7B A1,
BallTouchDeflectShotMaxDistanceGraph,E2 9B 59 17 A5 4D FF 50,7208
BallTouchDistanceToConsiderUnderPressure,CC CD 79 9B 17 54 8C 92,
BallTouchDribbleMaxTimeToBall,21 B1 B2 2E 8E F8 C6 7B,
BallTouchDribbleUnderPressurePercent,F0 B0 2D C7 2C 1A 4B CB,
BallTouchNumFramesExtraForShotEnd,E9 FC D2 53 E6 E9 77 AB,
BallTouchNumFramesIncrementForShot,92 EE 10 20 21 33 B3 A9,
BallTouchNumFramesToCheckForShot,9E 83 A4 C6 EE 8D AC FB,
BallTouchStretchShotBadAngleGraph,BE A8 33 8D 66 E1 DC 35,7288
BallTouchStretchShotMaxDistToGK,99 20 FD 65 99 22 94 2C,
BallTouchStretchShotMaxDistToGoal,FF A2 B1 B9 DC 6A B3 95,
BallTouchStretchShotMinDistToGK,07 0F 6A 65 79 12 05 55,
BallTouchStretchShotMinDistToGoal,96 99 4E D5 54 7A 5D 4C,
BallTouchStretchShotOpponentDistanceFromTargetThreshold,C7 C3 D5 6E 63 24 81 AE,
ERROR_CONDITION_ImpactDirection_RotationPitchEffect,81 88 10 FC DA F2 7A A9,5400
ERROR_CONDITION_ImpactDirection_RotationRollEffect,AF D1 46 8A B3 69 3E 97,5428
ERROR_CONDITION_LowerHit_RotationPitchEffect,E2 E5 4A 9E 4E F0 B0 C6,5456
ERROR_CONDITION_LowerHit_RotationRollEffect,A8 98 79 0A 1D C2 21 05,5484
ERROR_CONDITION_OverHit_RotationPitchEffect,AC 24 8C 52 F0 31 3F 64,5512
ERROR_CONDITION_OverHit_RotationRollEffect,7D B6 37 0D 5D BB 15 10,5540
ERROR_CONDITION_SideHit_RotationPitchEffect,D8 43 43 92 8F BD D2 9B,5568
ERROR_CONDITION_SideHit_RotationRollEffect,BA 79 C0 C7 D0 A7 F9 65,5596
ERROR_CONDITION_UnderHit_RotationPitchEffect,94 1B E8 D5 8C 87 5C F5,5624
ERROR_CONDITION_UnderHit_RotationRollEffect,E2 62 60 41 8D DB 31 4E,5652
ERROR_CONDITION_UpperHit_RotationPitchEffect,70 E9 DF 56 8E B1 36 D0,5680
ERROR_CONDITION_UpperHit_RotationRollEffect,41 BC 0E 0D 07 8C EC 87,5708
ERROR_DeflectShot_BallBounceSpeed_Shank_Probabiliy,48 FA 2E 0C 66 FD 1F 0D,5736
ERROR_DeflectShot_BallBounceTime_Shank_Probabiliy,54 6A C3 92 DB E6 0A 2B,5816
ERROR_KickPower_PitchModifier,61 97 2C 2C EE EF A5 77,57968
ERROR_KickPower_PitchModifier,61 97 2C 2C EE EF A5 77,5896
ERROR_KickPower_RollModifier,08 33 96 BB C7 DC 6A E5,57276
